epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,389.109,0.46271,0.37709,0.87789,0.84643,0.85759,0.89489,0.6577,1.07309,0.60738,1.348,7.65832e-05,7.65832e-05,7.65832e-05
187,391.081,0.49491,0.39546,0.88151,0.80832,0.89374,0.89335,0.65153,1.06209,0.60432,1.33673,7.20837e-05,7.20837e-05,7.20837e-05
188,393.017,0.46132,0.38394,0.86253,0.82617,0.89135,0.89548,0.64548,1.0578,0.5953,1.33059,6.75841e-05,6.75841e-05,6.75841e-05
189,395.007,0.4755,0.38748,0.89854,0.89761,0.82386,0.88522,0.63473,1.05941,0.59233,1.33354,6.30846e-05,6.30846e-05,6.30846e-05
190,397.052,0.46649,0.39331,0.88609,0.85671,0.85414,0.88256,0.63138,1.06714,0.60294,1.33855,5.85851e-05,5.85851e-05,5.85851e-05
191,425.023,0.40062,0.34305,0.83947,0.89164,0.81815,0.87767,0.62759,1.08027,0.60939,1.34163,5.40855e-05,5.40855e-05,5.40855e-05
192,427.248,0.44567,0.37546,0.86665,0.90698,0.82155,0.87651,0.63679,1.09549,0.61625,1.35574,4.9586e-05,4.9586e-05,4.9586e-05
193,429.342,0.44266,0.36327,0.85153,0.88164,0.82281,0.87693,0.63244,1.09221,0.61831,1.35292,4.50864e-05,4.50864e-05,4.50864e-05
194,431.381,0.41539,0.37374,0.87748,0.89197,0.81425,0.87848,0.63043,1.07812,0.61437,1.33982,4.05869e-05,4.05869e-05,4.05869e-05
195,433.377,0.37699,0.339,0.80523,0.89838,0.81431,0.88128,0.63212,1.07135,0.61362,1.33418,3.60873e-05,3.60873e-05,3.60873e-05
196,435.421,0.38786,0.32933,0.8562,0.90626,0.8217,0.87706,0.63085,1.07088,0.62186,1.33402,3.15878e-05,3.15878e-05,3.15878e-05
197,437.433,0.37185,0.31885,0.83015,0.90697,0.82281,0.86893,0.62561,1.07409,0.62705,1.33752,2.70882e-05,2.70882e-05,2.70882e-05
198,439.465,0.37325,0.32054,0.827,0.90225,0.81819,0.86862,0.62475,1.07876,0.63931,1.33853,2.25887e-05,2.25887e-05,2.25887e-05
199,441.495,0.38753,0.34785,0.85417,0.90068,0.81899,0.86868,0.62982,1.08242,0.63365,1.34521,1.80891e-05,1.80891e-05,1.80891e-05
200,443.656,0.38511,0.3658,0.8421,0.90493,0.82036,0.86858,0.62721,1.0852,0.63761,1.3452,1.35896e-05,1.35896e-05,1.35896e-05
